deal_id,account,pipeline,stage,deal_value,sales_rep,deal_created,deal_closed,deal_activities_done,account_tier,account_province,account_store_type,account_tax_status,account_discount_pct,account_payment_terms,account_activities_done,account_deals_won
566,Account 0189,Orders,Shipped,38199.0,Rep A,2022-06-06,2022-06-15,0,Potential,BA Atlantico,Art supply store,Simplified regime,22.0,Upfront,8.0,18.0
567,Account 0028,Orders,Shipped on credit,38534.0,Rep B,2022-10-17,2022-11-03,0,Strategic,Cordoba,Art supply store,VAT registered,22.0,Open account,6.0,6.0
568,Account 0027,Orders,Shipped,35874.0,Rep A,2022-03-29,2022-05-02,0,Potential,AMBA Sur,Workshop,Simplified regime,22.0,Upfront,12.0,17.0
569,Account 0029,Orders,Shipped on credit,37022.0,Rep A,2021-12-03,2022-05-11,0,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
570,Account 0071,Orders,Shipped on credit,37642.0,Rep A,2021-10-21,2021-12-16,1,Potential,CABA,Art supply store,Simplified regime,22.0,30 days,20.0,14.0
571,Account 0238,Orders,Shipped,36844.0,Rep A,2021-11-02,2021-11-09,0,Standard,Santa Fe,Art supply store,Final consumer,15.0,,11.0,8.0
572,Account 0239,Orders,Shipped,38711.0,Rep A,2022-09-30,2022-10-13,0,Standard,Chubut,Workshop,Simplified regime,22.0,,2.0,3.0
573,Account 0211,Orders,Shipped,37163.0,Rep A,2022-02-21,2022-03-07,0,Potential,Santa Fe,Art supply store,VAT registered,22.0,Upfront,21.0,9.0
574,Account 0240,Orders,Shipped,38112.0,Rep A,2022-03-11,2022-03-18,0,Key,Misiones,Paint store,Simplified regime,28.0,Upfront,12.0,6.0
575,Account 0241,Orders,Shipped on credit,38408.0,Rep A,2022-05-10,2022-08-09,1,Standard,AMBA Sur,Art supply store,VAT registered,7.0,,2.0,1.0
576,Account 0093,Orders,Shipped,37108.0,Rep A,2023-01-11,2023-01-20,1,Potential,Santa Fe,Paint store,VAT registered,22.0,Upfront,9.0,6.0
577,Account 0204,Orders,Shipped,38517.0,Rep A,2022-12-16,2022-12-21,0,Key,BA Norte,Art supply store,Simplified regime,28.0,Upfront,8.0,6.0
578,Account 0242,Orders,Shipped,37301.0,Rep A,2022-10-12,2022-10-17,0,Low,Tucuman,Other,VAT registered,15.0,,4.0,1.0
579,Account 0243,Orders,Shipped,38274.0,Rep A,2023-01-27,2023-02-09,9,Key,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,16.0,8.0
580,Account 0138,Orders,Shipped,36312.0,Rep C,2022-05-23,2022-06-06,3,Key,Rio Negro,Art supply store,Simplified regime,22.0,Upfront,13.0,10.0
581,Account 0244,Orders,Shipped on credit,36843.0,Rep A,2021-11-17,2022-05-11,0,Standard,Salta,Other,Simplified regime,15.0,,8.0,1.0
582,Account 0228,Orders,Shipped,36951.0,Rep A,2023-01-25,2023-01-27,6,Key,AMBA Norte,Other,Simplified regime,22.0,Upfront,11.0,8.0
583,Account 0081,Orders,Shipped,35321.0,Rep A,2021-12-27,2022-01-12,0,Standard,AMBA Sur,Paint store,VAT registered,15.0,Upfront,10.0,6.0
584,Account 0216,Orders,Shipped,36327.0,Rep A,2022-01-13,2022-01-26,0,Potential,Entre Rios,Workshop,Simplified regime,15.0,Upfront,13.0,9.0
585,Account 0245,Orders,Shipped,38185.0,Rep A,2021-11-17,2022-02-15,0,Potential,Chubut,Paint store,VAT registered,7.0,Upfront,4.0,2.0
586,Account 0246,Orders,Shipped,37128.0,Rep B,2023-04-12,2023-04-17,6,Low,Cordoba,Paint store,Simplified regime,15.0,,8.0,3.0
587,Account 0247,Orders,Shipped,35447.0,Rep A,2022-06-23,2022-07-07,0,Standard,Corrientes,Other,Simplified regime,15.0,Upfront,8.0,4.0
588,Account 0017,Orders,Shipped,36020.0,Rep A,2022-03-30,2022-05-02,0,Churned,Mendoza,Distributor,VAT registered,22.0,Upfront,5.0,6.0
589,,Active customers,Won customer,35471.0,Rep C,2020-05-15,2022-10-31,10,,,,,,,,
590,,Reseller onboarding,Onboarding,34861.0,Rep C,2021-08-23,2023-03-01,4,,,,,,,,
591,,Active customers,Won customer,38165.0,Rep C,2021-10-20,2022-10-31,13,,,,,,,,
592,,Active customers,Won customer,36410.0,Rep C,2021-12-06,2022-10-31,0,,,,,,,,
593,,Active customers,Won customer,35896.0,Rep C,2022-04-13,2022-10-31,9,,,,,,,,
594,,Active customers,Won customer,36960.0,Rep C,2022-05-17,2022-10-31,9,,,,,,,,
595,,Active customers,Won customer,34797.0,Rep C,2022-05-19,2022-10-31,2,,,,,,,,
596,,Active customers,Won customer,35788.0,Rep C,2022-06-01,2022-10-31,5,,,,,,,,
597,,Active customers,Won customer,37343.0,Rep C,2022-06-10,2022-10-31,5,,,,,,,,
598,,Social media lead form,Onboarding,37090.0,Rep C,2022-09-07,2022-09-29,13,,,,,,,,
599,,Social media lead form,Onboarding,38363.0,Rep C,2022-09-07,2022-10-11,6,,,,,,,,
600,,Active customers,Won customer,37041.0,Rep C,2022-09-10,2022-10-24,7,,,,,,,,
601,,Active customers,Won customer,36518.0,Rep C,2022-09-14,2022-09-27,9,,,,,,,,
602,,Active customers,Won customer,37557.0,Rep C,2022-09-16,2022-09-29,9,,,,,,,,
603,,Social media lead form,Onboarding,38076.0,Rep C,2022-09-24,2022-10-05,8,,,,,,,,
604,,Active customers,Won customer,37408.0,Rep C,2022-10-26,2022-10-29,10,,,,,,,,
605,,Social media lead form,Onboarding,38295.0,Rep C,2023-01-08,2023-03-13,5,,,,,,,,
606,,Social media lead form,Onboarding,37632.0,Rep C,2023-01-20,2023-02-16,8,,,,,,,,
607,,Social media lead form,Onboarding,37942.0,Rep C,2023-01-30,2023-02-16,3,,,,,,,,
608,Account 0248,Orders,Shipped,35186.0,Rep A,2022-09-15,2022-10-03,0,Low,BA Este,Workshop,Simplified regime,15.0,,3.0,1.0
609,Account 0249,Orders,Shipped,37443.0,Rep C,2022-07-27,2022-08-09,0,Low,Cordoba,Workshop,Simplified regime,7.0,,3.0,3.0
610,Account 0243,Orders,Shipped,36222.0,Rep A,2022-08-22,2022-09-06,1,Key,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,16.0,8.0
611,Account 0220,Orders,Shipped,36580.0,Rep A,2022-08-01,2022-08-17,0,Standard,Misiones,Paint store,VAT registered,28.0,Upfront,3.0,4.0
612,Account 0043,Orders,Shipped,36937.0,Rep A,2022-01-26,2022-02-10,0,Potential,BA Atlantico,Paint store,VAT registered,28.0,,11.0,3.0
613,Account 0024,Orders,Shipped,38079.0,Rep A,2021-11-25,2022-01-11,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
614,Account 0101,Orders,Shipped,38104.0,Rep A,2023-01-23,2023-02-06,15,Key,Salta,Paint store,VAT registered,22.0,Upfront,16.0,2.0
615,Account 0211,Orders,Shipped,35508.0,Rep A,2023-03-10,2023-03-30,7,Potential,Santa Fe,Art supply store,VAT registered,22.0,Upfront,21.0,9.0
616,Account 0196,Orders,Shipped,37100.0,Rep A,2023-03-21,2023-03-21,0,Standard,La Pampa,Workshop,Simplified regime,15.0,Upfront,12.0,5.0
617,Account 0024,Orders,Shipped,37158.0,Rep A,2022-01-07,2022-01-26,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
618,Account 0179,Orders,Shipped,35647.0,Rep B,2022-09-29,2022-10-14,3,Key,San Luis,Art supply store,Simplified regime,15.0,Upfront,9.0,6.0
619,Account 0189,Orders,Shipped,34748.0,Rep A,2022-11-14,2022-11-16,0,Potential,BA Atlantico,Art supply store,Simplified regime,22.0,Upfront,8.0,18.0
620,Account 0250,Orders,Shipped,34415.0,Rep A,2022-10-28,2022-11-04,0,Low,Formosa,Paint store,VAT registered,15.0,Upfront,6.0,2.0
621,Account 0251,Orders,Shipped,37031.0,Rep C,2022-02-07,2022-02-25,0,Churned,BA Norte,Other,Simplified regime,7.0,Upfront,5.0,3.0
622,Account 0252,Orders,Shipped,35978.0,Rep A,2022-09-12,2022-09-12,0,Low,AMBA Norte,Other,,,,0.0,2.0
623,Account 0178,Orders,Shipped,37649.0,Rep A,2021-12-20,2022-01-12,0,Standard,BA Norte,Other,VAT registered,28.0,Upfront,6.0,10.0
624,Account 0170,Orders,Shipped on credit,35768.0,Rep B,2022-10-11,2022-11-25,1,Potential,Chubut,Art supply store,Simplified regime,28.0,,19.0,8.0
625,Account 0253,Orders,Shipped,37608.0,Rep C,2022-07-22,2022-08-08,0,Low,Santa Fe,Art supply store,Simplified regime,7.0,,3.0,1.0
626,Account 0093,Orders,Shipped,35539.0,Rep A,2022-10-28,2022-12-06,2,Potential,Santa Fe,Paint store,VAT registered,22.0,Upfront,9.0,6.0
627,Account 0118,Orders,Shipped,36901.0,Rep A,2022-03-11,2022-03-18,0,Potential,Cordoba,Art supply store,Simplified regime,22.0,,12.0,6.0
628,Account 0033,Orders,Shipped,34348.0,Rep B,2022-09-12,2022-10-03,5,Standard,Entre Rios,Paint store,Simplified regime,28.0,Upfront,10.0,6.0
629,Account 0254,Orders,Shipped,36017.0,Rep A,2022-05-23,2022-05-27,0,Standard,AMBA Norte,Art supply store,Simplified regime,28.0,,2.0,1.0
630,Account 0255,Orders,Shipped,36826.0,Rep A,2022-09-26,2022-10-03,0,Low,BA Norte,Art supply store,Simplified regime,15.0,,2.0,3.0
631,Account 0144,Orders,Shipped,37260.0,Rep A,2021-11-23,2022-01-12,0,Standard,BA Atlantico,Art supply store,VAT registered,15.0,Upfront,8.0,4.0
632,Account 0103,Orders,Shipped,36771.0,Rep C,2022-03-16,2022-03-31,1,Standard,BA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,8.0
633,Account 0135,Orders,Shipped,33955.0,Rep A,2022-06-28,2022-07-18,0,Potential,AMBA Norte,Paint store,VAT registered,22.0,,10.0,3.0
634,Account 0091,Orders,Shipped,35083.0,Rep B,2022-10-03,2022-10-24,2,Key,Corrientes,Paint store,VAT registered,28.0,,10.0,8.0
635,Account 0240,Orders,Shipped,33918.0,Rep A,2022-12-16,2022-12-21,0,Key,Misiones,Paint store,Simplified regime,28.0,Upfront,12.0,6.0
636,Account 0225,Orders,Shipped,34106.0,Rep A,2022-08-10,2022-08-23,2,Standard,AMBA Sur,Other,VAT registered,15.0,Upfront,12.0,4.0
637,Account 0029,Orders,Shipped on credit,36085.0,Rep A,2022-07-21,2022-08-11,1,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
638,Account 0024,Orders,Shipped,36163.0,Rep A,2022-09-15,2022-09-22,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
639,Account 0192,Orders,Shipped on credit,36372.0,Rep A,2022-07-12,2022-07-21,0,Key,Santa Fe,Workshop,Simplified regime,22.0,30 days,14.0,12.0
640,Account 0211,Orders,Shipped,36675.0,Rep A,2022-09-16,2022-10-17,5,Potential,Santa Fe,Art supply store,VAT registered,22.0,Upfront,21.0,9.0
641,Account 0256,Orders,Shipped,36221.0,Rep A,2022-03-30,2022-05-06,0,Low,AMBA Norte,Art supply store,VAT registered,7.0,,2.0,2.0
642,Account 0220,Orders,Shipped,36410.0,Rep B,2023-01-09,2023-01-26,2,Standard,Misiones,Paint store,VAT registered,28.0,Upfront,3.0,4.0
643,Account 0257,Orders,Shipped,33742.0,Rep A,2022-06-15,2022-07-04,0,Churned,CABA,Art supply store,VAT registered,28.0,Upfront,2.0,1.0
644,Account 0204,Orders,Shipped,34393.0,Rep B,2022-09-26,2022-10-03,2,Key,BA Norte,Art supply store,Simplified regime,28.0,Upfront,8.0,6.0
645,Account 0132,Orders,Shipped,35754.0,Rep C,2022-07-04,2022-07-27,2,Potential,Tucuman,Art supply store,Final consumer,28.0,,30.0,9.0
646,Account 0188,Orders,Shipped,36520.0,Rep A,2021-12-03,2022-01-11,0,Standard,Corrientes,Art supply store,VAT registered,,,5.0,6.0
647,Account 0258,Orders,Shipped,33496.0,Rep A,2021-11-17,2022-02-15,0,Potential,AMBA Sur,Art supply store,VAT registered,22.0,,10.0,5.0
648,Account 0087,Orders,Shipped,35277.0,Rep A,2022-06-27,2022-07-18,1,Standard,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,11.0,14.0
649,Account 0259,Orders,Shipped,35833.0,Rep A,2022-09-22,2022-10-14,6,Standard,Santa Fe,Other,VAT registered,,Upfront,10.0,2.0
650,Account 0186,Orders,Shipped,33501.0,Rep A,2022-11-22,2022-11-24,0,Standard,Santiago del Estero,Workshop,Simplified regime,22.0,,13.0,8.0
651,Account 0118,Orders,Shipped,34803.0,Rep A,2022-05-05,2022-05-26,4,Potential,Cordoba,Art supply store,Simplified regime,22.0,,12.0,6.0
652,Account 0086,Orders,Shipped on credit,36535.0,Rep A,2022-05-23,2022-07-06,1,Standard,CABA,Workshop,Simplified regime,22.0,Open account,21.0,12.0
653,Account 0127,Orders,Shipped on credit,35677.0,Rep A,2023-01-06,2023-02-07,6,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,21.0,3.0
654,Account 0260,Orders,Shipped,34107.0,Rep C,2023-02-09,2023-02-10,0,Churned,,Art supply store,Simplified regime,,,4.0,1.0
655,Account 0220,Orders,Shipped,36124.0,Rep A,2022-04-01,2022-05-02,0,Standard,Misiones,Paint store,VAT registered,28.0,Upfront,3.0,4.0
656,Account 0076,Orders,Shipped,34321.0,Rep A,2022-05-19,2022-06-21,3,Potential,Cordoba,Art supply store,Simplified regime,28.0,Upfront,15.0,4.0
657,Account 0261,Orders,Shipped on credit,36007.0,Rep A,2022-09-05,2022-10-17,2,Standard,Entre Rios,Art supply store,VAT registered,22.0,Open account,16.0,8.0
658,Account 0228,Orders,Shipped,33963.0,Rep A,2021-12-06,2022-01-11,0,Key,AMBA Norte,Other,Simplified regime,22.0,Upfront,11.0,8.0
659,Account 0262,Orders,Shipped,34954.0,Rep A,2022-01-19,2022-02-03,0,Churned,BA Atlantico,Other,VAT registered,7.0,,11.0,2.0
660,Account 0263,Orders,Shipped,34284.0,Rep B,2023-03-07,2023-03-09,0,Low,BA Norte,Workshop,Final consumer,7.0,,5.0,3.0
661,Account 0189,Orders,Shipped,33842.0,Rep A,2022-07-13,2022-07-26,0,Potential,BA Atlantico,Art supply store,Simplified regime,22.0,Upfront,8.0,18.0
662,Account 0095,Orders,Shipped,35857.0,Rep A,2021-10-29,2021-11-02,0,Churned,Cordoba,Other,VAT registered,15.0,,17.0,3.0
663,Account 0264,Orders,Shipped,33442.0,Rep A,2022-03-31,2022-05-04,0,Standard,AMBA Sur,Art supply store,VAT registered,28.0,Upfront,12.0,4.0
664,Account 0265,Orders,Shipped,33052.0,Rep A,2023-02-16,2023-02-17,2,Potential,AMBA Norte,Workshop,Simplified regime,22.0,,10.0,8.0
665,Account 0266,Orders,Shipped,33842.0,Rep C,2022-05-10,2022-07-11,1,Churned,Chubut,Other,VAT registered,15.0,,3.0,1.0
666,Account 0024,Orders,Shipped,35090.0,Rep A,2022-02-24,2022-03-07,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
667,Account 0164,Orders,Shipped,35379.0,Rep A,2022-09-06,2022-09-19,0,Standard,CABA,Art supply store,Simplified regime,22.0,Upfront,11.0,10.0
668,Account 0081,Orders,Shipped,36028.0,Rep A,2022-09-02,2022-09-22,0,Standard,AMBA Sur,Paint store,VAT registered,15.0,Upfront,10.0,6.0
669,Account 0087,Orders,Shipped,33540.0,Rep A,2022-04-18,2022-05-06,0,Standard,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,11.0,14.0
670,Account 0186,Orders,Shipped,33901.0,Rep A,2022-03-22,2022-03-31,0,Standard,Santiago del Estero,Workshop,Simplified regime,22.0,,13.0,8.0
671,Account 0211,Orders,Shipped,32933.0,Rep A,2021-11-15,2022-01-11,0,Potential,Santa Fe,Art supply store,VAT registered,22.0,Upfront,21.0,9.0
672,Account 0267,Orders,Shipped on credit,34355.0,Rep A,2022-08-05,2022-10-05,2,Key,CABA,Art supply store,VAT registered,22.0,30 days,13.0,10.0
673,Account 0268,Orders,Shipped,35748.0,Rep A,2021-10-28,2021-12-20,0,Churned,La Pampa,Paint store,VAT registered,28.0,,6.0,1.0
674,Account 0261,Orders,Shipped on credit,34725.0,Rep A,2022-03-07,2022-05-11,1,Standard,Entre Rios,Art supply store,VAT registered,22.0,Open account,16.0,8.0
675,Account 0179,Orders,Shipped,34334.0,Rep A,2022-03-16,2022-04-22,0,Key,San Luis,Art supply store,Simplified regime,15.0,Upfront,9.0,6.0
676,Account 0145,Orders,Shipped,33605.0,Rep B,2023-03-16,2023-03-27,3,Standard,Rio Negro,Art supply store,VAT registered,28.0,,6.0,3.0
677,Account 0040,Orders,Shipped on credit,35282.0,Rep A,2021-12-22,2022-01-21,0,Strategic,Santiago del Estero,Paint store,VAT registered,22.0,,18.0,7.0
678,Account 0269,Orders,Shipped,33848.0,Rep A,2023-01-09,2023-01-13,4,Low,Salta,Art supply store,VAT registered,15.0,,10.0,3.0
679,Account 0270,Orders,Shipped,32564.0,Rep A,2022-03-17,2022-05-02,0,Standard,Santiago del Estero,Art supply store,Simplified regime,22.0,Upfront,12.0,1.0
680,Account 0132,Orders,Shipped,33313.0,Rep A,2022-10-12,2022-10-17,4,Potential,Tucuman,Art supply store,Final consumer,28.0,,30.0,9.0
681,Account 0271,Orders,Shipped,32302.0,Rep C,2022-03-04,2022-03-17,3,Standard,BA Norte,Workshop,VAT registered,28.0,Upfront,6.0,2.0
682,Account 0212,Orders,Shipped,32674.0,Rep C,2022-03-11,2022-03-18,3,Standard,AMBA Norte,Art supply store,VAT registered,15.0,,11.0,2.0
683,Account 0103,Orders,Shipped,32018.0,Rep A,2021-11-17,2022-02-15,0,Standard,BA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,8.0
684,Account 0146,Orders,Backorder,33460.0,Rep A,2021-11-23,2022-01-11,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,10.0,5.0
685,Account 0272,Orders,Shipped,34069.0,Rep A,2022-07-19,2022-07-22,0,Standard,BA Atlantico,Art supply store,Simplified regime,7.0,Upfront,6.0,4.0
686,Account 0273,Orders,Shipped,33078.0,Rep A,2022-05-26,2022-06-15,0,Low,AMBA Sur,Other,Final consumer,7.0,,3.0,1.0
687,Account 0146,Orders,Shipped,33302.0,Rep A,2022-03-31,2022-05-02,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,10.0,5.0
688,,Active customers,Won customer,35088.0,Rep C,2021-12-01,2022-10-31,0,,,,,,,,
689,Account 0274,Orders,Shipped,34393.0,Rep A,2021-12-14,2022-02-14,0,Standard,BA Atlantico,Art supply store,Simplified regime,7.0,,16.0,2.0
690,Account 0275,Orders,Shipped,33671.0,Rep A,2022-11-23,2022-11-29,0,Standard,BA Este,Art supply store,VAT registered,15.0,,8.0,4.0
691,Account 0044,Orders,Shipped on credit,32793.0,Rep A,2022-04-11,2022-05-23,1,Potential,CABA,Art supply store,VAT registered,22.0,30 days,16.0,16.0
692,Account 0276,Orders,Shipped,34766.0,Rep A,2022-10-28,2022-11-02,3,Low,Santa Fe,Workshop,Final consumer,15.0,,4.0,3.0
693,Account 0232,Orders,Shipped,32535.0,Rep A,2022-01-10,2022-02-10,0,Potential,CABA,Art supply store,VAT registered,22.0,,15.0,4.0
694,Account 0265,Orders,Shipped,32654.0,Rep A,2022-12-13,2022-12-15,1,Potential,AMBA Norte,Workshop,Simplified regime,22.0,,10.0,8.0
695,Account 0277,Orders,Shipped,34587.0,Rep A,2023-01-24,2023-01-26,3,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
696,Account 0278,Orders,Shipped,33303.0,Rep A,2022-12-16,2022-12-21,2,Potential,Santa Fe,Paint store,VAT registered,28.0,Upfront,11.0,11.0
697,Account 0279,Orders,Shipped,34006.0,Rep B,2023-03-31,2023-04-13,2,Standard,AMBA Sur,Art supply store,Simplified regime,15.0,,10.0,8.0
698,Account 0280,Orders,Shipped,33363.0,Rep A,2022-08-29,2022-09-19,5,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,11.0,3.0
699,Account 0265,Orders,Shipped,33515.0,Rep A,2022-07-06,2022-07-18,0,Potential,AMBA Norte,Workshop,Simplified regime,22.0,,10.0,8.0
700,Account 0160,Orders,Shipped,32328.0,Rep B,2022-11-18,2022-11-24,0,Potential,BA Norte,Paint store,VAT registered,22.0,,7.0,6.0
701,Account 0189,Orders,Shipped,32091.0,Rep A,2021-12-30,2022-01-12,0,Potential,BA Atlantico,Art supply store,Simplified regime,22.0,Upfront,8.0,18.0
702,Account 0210,Orders,Shipped,32338.0,Rep A,2022-01-28,2022-02-04,0,Standard,Misiones,Paint store,VAT registered,15.0,,12.0,2.0
703,Account 0259,Orders,Shipped,31746.0,Rep A,2022-03-11,2022-03-31,0,Standard,Santa Fe,Other,VAT registered,,Upfront,10.0,2.0
704,Account 0090,Orders,Shipped,34076.0,Rep A,2021-12-01,2022-01-12,0,Standard,BA Sur,Workshop,Final consumer,15.0,Upfront,7.0,6.0
705,Account 0185,Orders,Shipped on credit,32132.0,Rep A,2022-10-28,2022-12-05,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
706,Account 0219,Orders,Shipped,33010.0,Rep A,2021-11-03,2021-11-09,0,Standard,AMBA Sur,Paint store,VAT registered,28.0,Upfront,6.0,4.0
707,Account 0118,Orders,Shipped,33590.0,Rep A,2021-11-17,2022-02-15,0,Potential,Cordoba,Art supply store,Simplified regime,22.0,,12.0,6.0
708,Account 0102,Orders,Shipped,33555.0,Rep A,2022-07-11,2022-07-26,0,Potential,BA Norte,Art supply store,Simplified regime,15.0,Upfront,7.0,3.0
709,Account 0281,Orders,Shipped,32400.0,Rep A,2022-03-28,2022-05-02,0,Low,BA Este,Art supply store,Simplified regime,,Upfront,5.0,2.0
710,Account 0060,Orders,Shipped,32506.0,Rep A,2021-11-10,2022-01-12,0,Key,BA Sur,Paint store,VAT registered,22.0,Upfront,21.0,8.0
711,Account 0106,Orders,Shipped on credit,34192.0,Rep B,2023-02-09,2023-03-15,1,Strategic,AMBA Norte,Other,VAT registered,28.0,,11.0,6.0
712,Account 0282,Orders,Shipped,33133.0,Rep C,2022-05-03,2022-05-11,3,Churned,BA Norte,Other,Simplified regime,7.0,Upfront,8.0,1.0
713,Account 0283,Orders,Shipped on credit,33545.0,Rep A,2022-01-13,2022-02-22,1,Standard,AMBA Norte,Art supply store,Simplified regime,15.0,Upfront,17.0,5.0
714,Account 0284,Orders,Shipped,33822.0,Rep B,2023-03-22,2023-03-29,1,Standard,Neuquen,Workshop,Final consumer,7.0,Upfront,6.0,3.0
715,Account 0044,Orders,Shipped on credit,33444.0,Rep A,2022-03-17,2022-05-11,1,Potential,CABA,Art supply store,VAT registered,22.0,30 days,16.0,16.0
716,Account 0024,Orders,Shipped,31361.0,Rep A,2022-08-18,2022-09-02,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
717,Account 0285,Orders,Shipped,32547.0,Rep A,2021-10-21,2021-10-25,0,Standard,Neuquen,Art supply store,VAT registered,22.0,Upfront,7.0,4.0
718,Account 0122,Orders,Shipped,30954.0,Rep A,2021-12-09,2022-01-11,0,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,17.0,10.0
719,Account 0133,Orders,Shipped,32718.0,Rep A,2022-07-06,2022-07-26,0,Potential,AMBA Sur,Art supply store,Simplified regime,22.0,Upfront,10.0,5.0
720,Account 0151,Orders,Shipped,33685.0,Rep A,2022-07-07,2022-08-04,2,Standard,Rio Negro,Workshop,Final consumer,7.0,Upfront,7.0,5.0
721,Account 0211,Orders,Shipped,32248.0,Rep A,2021-10-21,2021-10-25,0,Potential,Santa Fe,Art supply store,VAT registered,22.0,Upfront,21.0,9.0
722,Account 0286,Orders,Shipped,31979.0,Rep A,2022-07-22,2022-08-04,0,Low,Santa Fe,Art supply store,VAT registered,15.0,,7.0,2.0
723,Account 0103,Orders,Shipped,30667.0,Rep A,2022-05-19,2022-05-26,1,Standard,BA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,8.0
724,Account 0090,Orders,Shipped,33559.0,Rep A,2022-03-02,2022-03-08,0,Standard,BA Sur,Workshop,Final consumer,15.0,Upfront,7.0,6.0
725,Account 0287,Orders,Shipped,30786.0,Rep A,2022-12-28,2023-01-11,0,Standard,BA Atlantico,Workshop,Final consumer,22.0,Upfront,5.0,8.0
726,Account 0189,Orders,Shipped,30555.0,Rep A,2022-10-06,2022-10-17,0,Potential,BA Atlantico,Art supply store,Simplified regime,22.0,Upfront,8.0,18.0
727,Account 0121,Orders,Shipped,31200.0,Rep A,2022-08-01,2022-08-25,1,Standard,AMBA Sur,Workshop,VAT registered,7.0,,6.0,2.0
728,Account 0164,Orders,Shipped,30587.0,Rep A,2021-12-14,2022-01-10,0,Standard,CABA,Art supply store,Simplified regime,22.0,Upfront,11.0,10.0
729,Account 0190,Orders,Shipped,31818.0,Rep A,2022-02-21,2022-03-15,0,Standard,AMBA Sur,Art supply store,Simplified regime,28.0,Upfront,14.0,5.0
